,country,2013,2014,2015,2016,2017,2018,2019,A1,A2,A3,B1,B2,B3,B4,C1,C2,C3,D1,D2,D3,D4,E1,E2,E3,F1,F2,F3,F4,G1,G2,G3,G4,Density (persons per sq. km.),Area (sq. km.),Population,Gdp,V2Peedueq Osp,V2X Feduni,V2Xdd Dd,cluster
364,Suriname,0,0,0,0,0,1,0,4,4,4,4,4,3,3,4,2,2,3,4,4,4,4,4,3,2,1,3,2,3,2,3,2,3.8,156000,597927,3458090452.0,2.186,0.847,0.0,0
562,Suriname,0,0,0,0,1,0,0,4,4,4,4,4,3,3,4,2,2,3,4,4,4,4,4,3,1,1,3,2,3,2,3,2,3.8,156000,591919,3210064506.0,2.25,0.847,0.0,0
761,Suriname,0,0,0,1,0,0,0,4,4,4,4,4,3,3,4,2,2,3,4,4,4,4,4,3,1,1,3,2,3,2,3,2,3.8,156000,585824,3128953537.0,2.2569999999999997,0.847,0.0,0
960,Suriname,0,0,1,0,0,0,0,4,4,4,4,4,3,2,4,2,2,3,4,4,4,4,4,3,2,1,3,2,3,2,3,2,3.7,156000,579633,4787367928.0,2.198,0.847,0.0,0
1159,Suriname,0,1,0,0,0,0,0,4,4,4,4,4,3,2,4,2,2,3,4,4,4,4,4,3,2,1,3,2,3,2,3,2,3.7,156000,573311,5240606061.0,2.198,0.847,0.0,0
1358,Suriname,1,0,0,0,0,0,0,4,4,4,4,4,3,2,4,2,2,3,4,4,4,4,4,3,2,1,3,2,3,2,3,2,3.6,156000,566846,5145757576.0,2.198,0.847,0.0,0
167,Sweden,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,24.7,410335,10121794,531000000000.0,3.157,0.968,0.0,0
365,Sweden,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,24.5,410335,10040995,555000000000.0,3.0189999999999997,0.9690000000000001,0.0,0
563,Sweden,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,24.3,410335,9960487,541000000000.0,3.028,0.968,0.0,0
762,Sweden,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,24.1,410335,9880604,516000000000.0,3.0469999999999997,0.946,0.0,0
961,Sweden,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,23.9,410335,9801616,505000000000.0,3.0469999999999997,0.946,0.0,0
1359,Sweden,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,23.5,410335,9647386,587000000000.0,3.0469999999999997,0.9359999999999999,0.0,0
168,Switzerland,0,0,0,0,0,0,1,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,208.7,39997,8348737,703000000000.0,3.7319999999999998,0.9890000000000001,0.0,0
366,Switzerland,0,0,0,0,0,1,0,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,207.3,39997,8292809,705000000000.0,3.7319999999999998,0.9890000000000001,0.0,0
564,Switzerland,0,0,0,0,1,0,0,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,205.9,39997,8236303,680000000000.0,3.7319999999999998,0.988,0.0,0
763,Switzerland,0,0,0,1,0,0,0,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,204.5,39997,8179294,671000000000.0,3.736,0.988,0.0,0
962,Switzerland,0,0,1,0,0,0,0,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,203.1,39997,8121830,680000000000.0,3.736,0.988,0.0,0
1161,Switzerland,0,1,0,0,0,0,0,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,201.6,39997,8061516,709000000000.0,3.795,0.992,0.0,0
369,Tajikistan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,60.8,141510,8604882,7522947810.0,1.117,0.012,0.192,0
567,Tajikistan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,59.8,141510,8468555,7157865188.0,0.736,0.031,0.192,0
766,Tajikistan,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,1,1,1,1,1,0,1,1,1,1,1,58.9,141510,8330946,6952678127.0,0.963,0.018000000000000002,0.192,0
965,Tajikistan,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,57.9,141510,8191958,7854602392.0,0.868,0.022000000000000002,0.10800000000000001,0
1164,Tajikistan,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,2,1,1,1,0,1,1,1,1,1,56.9,141510,8051512,9112544556.0,0.856,0.022000000000000002,0.11900000000000001,0
1363,Tajikistan,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,2,1,1,1,0,1,1,1,1,1,55.9,141510,7910041,8448469838.0,0.856,0.022000000000000002,0.13,0
370,Tanzania,0,0,0,0,0,1,0,3,2,2,2,2,3,2,2,2,2,1,3,2,1,2,2,2,2,2,2,2,3,2,2,2,62.6,885800,55451343,58001200572.0,2.1959999999999997,0.35700000000000004,0.0,0
568,Tanzania,0,0,0,0,1,0,0,3,2,2,2,3,3,3,3,2,2,2,3,2,2,2,2,2,2,3,2,2,3,2,2,2,60.9,885800,53950935,53320625959.0,2.541,0.292,0.0,0
767,Tanzania,0,0,0,1,0,0,0,3,3,2,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,3,2,2,3,2,2,2,59.2,885800,52482726,49774021003.0,2.3209999999999997,0.289,0.0,0
966,Tanzania,0,0,1,0,0,0,0,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,3,2,2,3,2,2,3,2,2,2,57.6,885800,51045882,47378599025.0,2.26,0.289,0.0,0
1165,Tanzania,0,1,0,0,0,0,0,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,3,2,2,3,2,2,3,2,2,2,56.0,885800,49639138,49964788814.0,1.646,0.289,0.0,0
1364,Tanzania,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,3,2,2,3,3,3,3,2,2,2,54.5,885800,48261942,45680532614.0,1.646,0.289,0.0,0
173,Thailand,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,3,1,1,1,1,2,1,1,1,2,3,2,3,2,134.7,510890,68804427,544000000000.0,1.7619999999999998,0.043,0.0,0
371,Thailand,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,2,1,1,3,1,1,1,1,2,1,1,1,2,3,2,3,2,134.3,510890,68615858,507000000000.0,1.571,0.0,0.0,0
569,Thailand,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,1,1,3,1,1,1,1,2,1,1,1,2,3,2,3,2,133.9,510890,68414135,456000000000.0,1.774,0.0,0.0,0
768,Thailand,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,2,1,1,3,1,1,1,1,2,1,1,1,2,3,2,3,2,133.5,510890,68200824,413000000000.0,1.8219999999999998,0.0,0.0,0
967,Thailand,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,2,1,1,3,1,1,1,1,2,1,1,1,2,3,2,3,2,133.1,510890,67976405,401000000000.0,1.8619999999999999,0.0,0.0,0
1166,Thailand,0,1,0,0,0,0,0,3,3,2,3,3,2,1,2,2,1,1,3,3,3,2,2,2,1,2,1,2,3,2,3,2,132.6,510890,67741401,407000000000.0,1.8619999999999999,0.0,0.0,0
372,The Gambia,0,0,0,0,0,1,0,2,3,2,2,3,2,2,2,1,1,2,2,1,2,1,2,2,1,0,1,1,2,2,1,1,206.8,10120,2092731,1624600882.0,1.953,0.815,0.0,0
570,The Gambia,0,0,0,0,1,0,0,1,1,1,1,1,1,2,0,0,0,0,2,1,0,0,1,1,0,0,0,1,2,2,1,1,202.7,10120,2051363,1498044491.0,1.599,0.787,0.0,0
769,The Gambia,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,0,0,0,2,1,0,0,1,2,0,0,0,1,2,2,1,1,198.6,10120,2009648,1470006034.0,1.4180000000000001,0.76,0.0,0
968,The Gambia,0,0,1,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,2,1,0,0,1,2,0,0,0,1,2,2,1,1,194.4,10120,1967709,1354788659.0,1.4180000000000001,0.76,0.0,0
1167,The Gambia,0,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,2,2,0,0,1,2,0,0,0,1,2,2,1,1,190.3,10120,1925527,1229460602.0,1.4040000000000001,0.76,0.0,0
1366,The Gambia,1,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,2,2,1,1,1,2,0,0,0,1,2,2,1,1,186.1,10120,1883051,1375608956.0,1.401,0.76,0.0,0
373,Timor-Leste,0,0,0,0,0,1,0,4,4,3,4,4,3,3,3,2,2,3,3,4,3,3,3,2,1,1,3,2,3,2,2,2,88.9,14874,1321929,1568611562.0,1.234,0.494,0.0,0
571,Timor-Leste,0,0,0,0,1,0,0,4,4,3,3,3,3,3,2,2,2,2,3,4,3,3,3,2,1,1,3,2,3,2,2,2,86.8,14874,1291358,1609669330.0,1.234,0.48,0.0,0
770,Timor-Leste,0,0,0,1,0,0,0,4,4,3,3,3,3,3,2,2,2,2,3,4,3,3,3,2,1,1,3,2,3,2,2,2,84.8,14874,1261072,1656039024.0,0.836,0.462,0.0,0
969,Timor-Leste,0,0,1,0,0,0,0,4,4,3,3,3,3,3,2,2,2,2,3,4,3,3,3,2,1,1,3,2,3,2,2,2,82.8,14874,1231116,1596658767.0,0.687,0.397,0.0,0
1168,Timor-Leste,0,1,0,0,0,0,0,4,4,3,3,3,3,3,2,2,2,2,3,4,3,2,3,2,1,1,2,2,3,2,2,2,80.8,14874,1201542,1447312264.0,0.7390000000000001,0.341,0.0,0
1367,Timor-Leste,1,0,0,0,0,0,0,4,4,3,3,3,3,3,2,2,2,2,3,4,3,2,3,2,1,1,2,2,3,2,2,2,78.8,14874,1172390,1395525350.0,0.7390000000000001,0.341,0.0,0
374,Togo,0,0,0,0,0,1,0,2,2,2,2,1,2,2,2,1,2,2,3,2,2,1,2,3,2,2,2,1,2,2,1,2,150.3,54385,8176449,5356344850.0,3.1010000000000004,0.0,0.042,0
572,Togo,0,0,0,0,1,0,0,2,2,2,2,1,2,2,2,1,2,2,3,2,2,2,2,3,2,2,2,1,2,2,1,2,146.5,54385,7965055,4819949975.0,2.992,0.0,0.042,0
771,Togo,0,0,0,1,0,0,0,2,2,2,2,1,2,2,2,1,2,2,3,2,2,2,2,3,2,2,2,1,2,2,1,2,142.6,54385,7756937,4486979198.0,2.992,0.0,0.042,0
970,Togo,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,1,2,2,3,2,2,1,2,3,2,2,2,1,2,2,1,2,138.9,54385,7552318,4180866177.0,2.992,0.0,0.042,0
1169,Togo,0,1,0,0,0,0,0,1,2,2,2,2,2,2,2,1,2,2,3,2,2,1,2,3,2,2,2,1,2,2,1,2,135.2,54385,7351374,4574986537.0,2.992,0.0,0.042,0
1368,Togo,1,0,0,0,0,0,0,1,2,1,2,2,2,2,1,1,2,1,3,2,2,1,2,3,1,2,2,1,2,2,1,2,131.5,54385,7154237,4321655656.0,2.992,0.0,0.042,0
376,Trinidad and Tobago,0,0,0,0,0,1,0,4,4,3,3,4,3,3,4,2,3,4,3,4,4,4,4,3,3,2,2,2,4,3,3,3,237.0,5128,1215527,23808146748.0,3.4530000000000003,0.424,0.0,0
574,Trinidad and Tobago,0,0,0,0,1,0,0,4,4,3,3,4,3,3,4,2,3,4,3,4,4,4,4,3,3,2,2,2,4,3,3,3,237.6,5128,1218208,22474828527.0,3.468,0.428,0.0,0
773,Trinidad and Tobago,0,0,0,1,0,0,0,4,4,3,3,4,3,3,4,2,3,4,3,4,4,4,4,3,3,2,2,2,4,3,3,3,238.0,5128,1220479,22284780327.0,3.076,0.428,0.0,0
972,Trinidad and Tobago,0,0,1,0,0,0,0,4,4,3,3,4,3,3,4,2,3,4,3,4,4,4,4,3,3,2,2,2,4,3,3,3,238.4,5128,1222363,25062893969.0,3.076,0.428,0.0,0
1171,Trinidad and Tobago,0,1,0,0,0,0,0,4,4,3,3,4,3,3,4,2,3,4,3,4,4,4,4,3,3,2,2,2,4,3,3,3,238.7,5128,1223916,27615843098.0,3.076,0.428,0.0,0
1370,Trinidad and Tobago,1,0,0,0,0,0,0,4,4,3,3,4,3,3,4,2,3,4,3,4,4,4,4,3,3,2,2,2,4,3,3,3,238.9,5128,1225225,27268478565.0,3.076,0.428,0.0,0
179,Tunisia,0,0,0,0,0,0,1,4,4,3,4,4,3,3,3,1,2,2,3,3,4,2,2,3,2,2,3,2,3,2,3,2,74.8,155360,11622134,38797709924.0,2.052,0.314,0.0,0
377,Tunisia,0,0,0,0,0,1,0,4,4,2,4,4,3,3,3,1,2,2,3,3,4,3,3,3,2,2,3,2,3,2,3,2,74.1,155360,11516189,39770297329.0,2.052,0.314,0.0,0
575,Tunisia,0,0,0,0,1,0,0,4,4,3,4,4,4,4,4,2,3,3,3,3,4,3,3,3,2,2,3,2,3,2,4,2,73.4,155360,11403800,39802430355.0,2.052,0.0,0.0,0
774,Tunisia,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,2,3,3,3,3,4,3,3,3,2,2,3,2,3,2,4,2,72.6,155360,11285452,41801210428.0,2.0180000000000002,0.0,0.0,0
973,Tunisia,0,0,1,0,0,0,0,4,4,4,4,4,4,4,3,2,3,3,3,3,4,4,3,3,2,2,3,2,3,2,4,2,71.8,155360,11161625,43173480832.0,2.246,0.0,0.0,0
1172,Tunisia,0,1,0,0,0,0,0,3,3,3,3,3,3,3,2,1,3,2,2,3,4,3,3,3,1,1,2,2,3,2,3,2,71.0,155360,11032836,47632326088.0,2.235,0.0,0.0,0
378,Turkey,0,0,0,0,0,1,0,2,3,1,2,1,3,1,2,1,0,1,2,1,1,1,1,1,1,0,0,1,1,1,2,2,105.6,769632,81257239,771000000000.0,0.919,0.47200000000000003,0.0,0
576,Turkey,0,0,0,0,1,0,0,3,3,2,2,1,3,1,2,1,0,1,2,1,2,1,1,1,1,1,0,2,2,1,2,2,105.0,769632,80845215,853000000000.0,0.903,0.47200000000000003,0.0,0
775,Turkey,0,0,0,1,0,0,0,3,3,3,2,2,3,2,3,1,2,1,2,2,3,2,2,2,1,1,2,2,3,2,2,2,104.3,769632,80274604,864000000000.0,1.0170000000000001,0.494,0.0,0
974,Turkey,0,0,1,0,0,0,0,3,4,3,2,3,3,2,3,1,2,1,2,2,3,1,2,2,1,1,3,2,3,2,2,2,103.2,769632,79414269,860000000000.0,1.453,0.456,0.0,0
1173,Turkey,0,1,0,0,0,0,0,4,4,3,2,3,3,2,3,2,2,1,3,2,3,1,2,3,2,1,3,2,3,2,2,2,101.9,769632,78401967,934000000000.0,1.4880000000000002,0.456,0.0,0
1372,Turkey,1,0,0,0,0,0,0,4,4,3,2,3,3,2,3,2,2,1,3,2,3,2,2,3,2,1,2,2,3,3,2,2,100.6,769632,77388641,951000000000.0,1.476,0.456,0.0,0
577,Turkmenistan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,11.4,469930,5351277,37926285714.0,2.412,0.03,0.08,0
776,Turkmenistan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,11.3,469930,5291317,36180000000.0,2.411,0.037000000000000005,0.08,0
975,Turkmenistan,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,11.1,469930,5231422,35799714286.0,2.426,0.037000000000000005,0.08,0
1174,Turkmenistan,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,11.0,469930,5171943,43524210526.0,2.426,0.037000000000000005,0.08,0
1373,Turkmenistan,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,10.9,469930,5113040,39197543860.0,2.401,0.037000000000000005,0.08,0
381,Uganda,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,1,1,2,3,3,3,1,1,2,1,1,1,1,2,2,1,2,205.9,197100,40576470,32772824209.0,1.196,0.816,0.0,0
579,Uganda,0,0,0,0,1,0,0,1,1,1,1,1,1,2,1,1,1,1,3,3,2,1,1,2,1,1,1,1,2,2,1,2,198.8,197100,39185957,30756466548.0,1.092,0.8,0.0,0
778,Uganda,0,0,0,1,0,0,0,1,1,1,1,1,1,2,1,1,1,1,3,3,2,1,1,2,2,1,1,1,2,2,1,2,190.4,197100,37534870,28967460677.0,1.1079999999999999,0.813,0.0,0
977,Uganda,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,3,3,2,1,1,2,2,1,1,1,2,2,1,2,183.2,197100,36112202,32124730771.0,1.119,0.828,0.0,0
1176,Uganda,0,1,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,3,3,3,1,1,2,2,1,1,1,2,2,1,2,177.1,197100,34909871,32348119639.0,1.133,0.831,0.0,0
1375,Uganda,1,0,0,0,0,0,0,1,1,1,1,2,1,2,1,1,1,2,3,3,3,1,1,2,2,1,1,2,2,2,1,2,171.5,197100,33809577,28681464765.0,1.13,0.8320000000000001,0.0,0
184,Ukraine,0,0,0,0,0,0,1,4,3,2,3,3,2,3,3,1,2,2,3,3,3,2,2,3,1,2,1,2,3,2,3,2,75.9,579330,43964969,154000000000.0,2.6489999999999996,0.613,0.0,0
382,Ukraine,0,0,0,0,0,1,0,4,3,2,3,3,2,3,3,1,2,2,3,3,3,3,3,3,1,2,1,2,3,2,3,2,75.9,579330,43952299,131000000000.0,2.6660000000000004,0.5660000000000001,0.0,0
580,Ukraine,0,0,0,0,1,0,0,4,3,2,3,3,1,3,3,1,2,2,3,3,3,3,3,3,1,2,1,2,3,2,3,2,76.0,579330,44033874,112000000000.0,2.647,0.607,0.0,0
779,Ukraine,0,0,0,1,0,0,0,4,3,2,3,3,1,3,3,1,2,2,3,3,3,3,3,3,1,2,1,2,3,2,3,2,76.3,579330,44209733,93355993629.0,2.833,0.593,0.0,0
978,Ukraine,0,0,1,0,0,0,0,4,3,2,3,3,1,3,3,1,2,2,3,3,3,3,3,3,1,2,1,2,4,2,3,2,76.7,579330,44429471,91030959455.0,2.96,0.591,0.0,0
1177,Ukraine,0,1,0,0,0,0,0,4,2,2,2,2,1,3,2,1,1,1,3,2,3,2,3,3,1,2,2,2,4,2,3,2,77.6,579330,44943869,134000000000.0,3.1439999999999997,0.591,0.0,0
383,United Arab Emirates,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,2,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,116.0,83600,9701315,422000000000.0,3.4739999999999998,0.0,0.0,0
581,United Arab Emirates,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,114.4,83600,9566312,386000000000.0,3.4739999999999998,0.0,0.0,0
780,United Arab Emirates,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,112.8,83600,9430604,357000000000.0,3.4739999999999998,0.0,0.0,0
979,United Arab Emirates,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,2,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,111.2,83600,9297706,358000000000.0,3.4739999999999998,0.0,0.0,0
1178,United Arab Emirates,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,109.8,83600,9181025,403000000000.0,3.4739999999999998,0.0,0.0,0
1377,United Arab Emirates,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,1,1,1,1,1,0,1,0,2,1,1,1,1,1,1,107.6,83600,8993087,390000000000.0,3.4739999999999998,0.0,0.0,0
384,United Kingdom,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,3,3,269.1,241930,65105246,2860000000000.0,3.136,0.946,0.0,2
582,United Kingdom,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,4,3,267.7,241930,64769452,2670000000000.0,3.139,0.946,0.0,2
781,United Kingdom,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,4,4,4,3,266.3,241930,64430428,2690000000000.0,3.373,0.934,0.0,2
980,United Kingdom,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,264.9,241930,64088222,2930000000000.0,3.373,0.934,0.0,2
1179,United Kingdom,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,263.5,241930,63742977,3060000000000.0,3.373,0.934,0.0,2
1378,United Kingdom,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,262.0,241930,63395574,2790000000000.0,3.373,0.934,0.0,2
385,United States,0,0,0,0,0,1,0,3,4,3,4,4,3,3,3,3,3,4,4,4,4,3,4,3,3,3,3,3,4,4,4,3,35.8,9149429,327167434,20600000000000.0,2.497,0.951,0.0,1
583,United States,0,0,0,0,1,0,0,4,4,3,4,4,3,3,3,4,4,4,4,4,4,3,4,3,3,3,3,3,4,4,4,3,35.5,9149429,325147121,19500000000000.0,2.5,0.963,0.0,1
782,United States,0,0,0,1,0,0,0,4,4,3,4,4,3,4,3,4,3,4,4,4,3,4,4,3,4,3,3,3,4,4,4,3,35.3,9149429,323071342,18700000000000.0,2.43,0.9690000000000001,0.0,1
981,United States,0,0,1,0,0,0,0,4,4,3,4,4,4,4,3,4,3,4,4,4,3,4,4,3,4,4,3,3,4,4,4,3,35.1,9149429,320742673,18200000000000.0,2.596,0.975,0.0,1
1180,United States,0,1,0,0,0,0,0,4,4,3,4,4,4,4,3,4,3,4,4,4,3,4,4,3,4,4,3,3,4,4,4,3,34.8,9149429,318386421,17500000000000.0,2.596,0.975,0.0,1
1379,United States,1,0,0,0,0,0,0,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,3,34.5,9149429,316057727,16800000000000.0,2.596,0.975,0.0,1
386,Uruguay,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,19.3,175015,3369299,59596885023.0,3.159,0.963,0.0,0
584,Uruguay,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,19.2,175015,3360148,59530088536.0,3.065,0.9620000000000001,0.0,0
783,Uruguay,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,19.1,175015,3351016,52687612262.0,2.9139999999999997,0.961,0.0,0
982,Uruguay,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,19.1,175015,3341893,53274304222.0,2.9139999999999997,0.961,0.0,0
1181,Uruguay,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,19.0,175015,3332972,57236013086.0,2.9139999999999997,0.96,0.0,0
1380,Uruguay,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,19.0,175015,3324460,57531233351.0,2.9139999999999997,0.96,0.0,0
387,Uzbekistan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,70.6,425400,30023709,50392607758.0,2.41,0.02,0.062,0
585,Uzbekistan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,69.9,425400,29748859,59159945321.0,2.465,0.015,0.073,0
784,Uzbekistan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,69.3,425400,29473614,81779012351.0,2.4659999999999997,0.012,0.083,0
983,Uzbekistan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,68.6,425400,29199942,81847410182.0,2.596,0.011000000000000001,0.094,0
1182,Uzbekistan,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,68.0,425400,28929716,76658542757.0,2.596,0.011000000000000001,0.10400000000000001,0
1381,Uzbekistan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,67.4,425400,28661637,68997168338.0,2.603,0.011000000000000001,0.115,0
388,Vanuatu,0,0,0,0,0,1,0,3,4,3,4,4,4,3,3,2,3,3,4,4,4,4,4,3,3,2,3,3,4,3,2,2,23.6,12189,288037,906050107.0,2.6430000000000002,0.34700000000000003,0.013000000000000001,0
586,Vanuatu,0,0,0,0,1,0,0,3,4,3,4,4,4,3,3,2,2,3,4,4,4,4,4,3,3,2,3,3,4,3,2,2,23.2,12189,282814,880043554.0,2.5180000000000002,0.34700000000000003,0.013000000000000001,0
785,Vanuatu,0,0,0,1,0,0,0,3,3,3,4,4,4,3,3,2,2,3,4,4,4,4,4,3,2,2,3,3,4,3,2,2,22.8,12189,277554,804332796.0,2.656,0.40399999999999997,0.013000000000000001,0
984,Vanuatu,0,0,1,0,0,0,0,3,3,3,4,4,4,3,4,2,2,3,4,4,4,4,4,3,2,2,3,3,4,3,2,2,22.3,12189,272264,759689951.0,2.656,0.40399999999999997,0.013000000000000001,0
1183,Vanuatu,0,1,0,0,0,0,0,3,3,3,4,4,4,3,4,2,2,3,4,4,4,4,4,3,2,2,3,3,4,3,2,2,21.9,12189,266937,814954307.0,2.6489999999999996,0.40399999999999997,0.013000000000000001,0
1382,Vanuatu,1,0,0,0,0,0,0,3,3,3,4,4,4,3,4,2,2,3,4,4,4,4,4,3,2,2,3,3,4,3,2,2,21.5,12189,261565,801787556.0,2.6489999999999996,0.40399999999999997,0.013000000000000001,0
1184,Venezuela,0,1,0,0,0,0,0,2,2,1,2,1,1,3,1,0,1,1,3,2,2,2,1,1,1,1,1,1,2,1,3,2,34.3,882050,30236851,482000000000.0,1.2009999999999998,0.748,0.0,0
1383,Venezuela,1,0,0,0,0,0,0,2,2,1,2,2,1,3,1,0,1,1,3,2,3,2,1,1,1,1,1,1,1,1,3,2,33.9,882050,29923119,371000000000.0,1.235,0.748,0.0,0
390,Vietnam,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,3,2,313.0,310070,97040334,245000000000.0,2.951,0.764,0.0,0
